"link_origem","posicao","senioridade","titulo_vaga","nome_empresa","requisitos"
https://www.netvagas.com.br/empresa/anuncios/a1079115/engenheiro-a-de-dados/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,Engenheiro de Dados,Não Informado,Engenheiro/a de dados,Netvagas,"Python, ETL, AWS, Machine Learning, MLOps, Spark, Azure, Hadoop, Docker, MongoDB"
https://corporativogrupocasasbahia.gupy.io/job/eyJqb2JJZCI6ODE3NjM1Niwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,Engenheiro de Dados,Sênior,Analista de Informações Gerenciais Sênior,Corporativo Grupo Casas Bahia,"Power BI, Excel, SQL, Power Point"
https://jobs.lever.co/ciandt/6341fa91-a233-466a-87a9-abaa98915fed,Engenheiro de Dados,Sênior,"[Job-17993] Senior DBA, Brazil",CI&T,"SQL, ETL, AWS, GCP, SQL Server, Azure"
https://rhinoautoparts.vagas.solides.com.br/vaga/518396?origem=indeed,Engenheiro de Dados,Júnior,ESTAGIO FINANCEIRO,RHINO AUTOPARTS DISTRIBUIDORA E IMPORTADORA DE AUTO PECAS LT,"Power BI, Tableau, Excel, Python"
https://jobs.veralto.com/global/en/job/DANVGTGLOBALR10257622EXTERNALENGLOBAL/Intern-Intelig-ncia-de-Mercado?utm_source=indeed&utm_medium=phenom-feeds,Engenheiro de Dados,Não Informado,Intern - Inteligência de Mercado,Hach,Excel
https://www.netvagas.com.br/empresa/anuncios/a1237283/analista-em-business-intelligence/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,Engenheiro de Dados,Não Informado,Analista em business intelligence,Netvagas,"Power BI, Linguagem R, Python, SQL, ETL"
https://jobs.jnj.com/en/jobs/2406224268w/facilitador-a-de-processos-engenharia-medtech-sjc/,Engenheiro de Dados,Não Informado,Facilitador/a de Processos - Engenharia | MedTech SJC,Johnson & Johnson,"Power BI, Power Automate"
https://www.netvagas.com.br/empresa/anuncios/a1134226/data-analytics-engineering-pl/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,Engenheiro de Dados,Pleno,Data analytics engineering pl,Netvagas,"Power BI, Tableau, Python, SQL, ETL, AWS, GCP, Airflow, Looker"
https://concrejato.gupy.io/job/eyJqb2JJZCI6NzU5MTc3MSwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,Engenheiro de Dados,Pleno,Assistente de Planejamento II,Concrejato Engenharia,Excel
https://contaazul.inhire.app/vagas/e4d04da3-1833-4249-a406-5186ff5182a1/engenheiroa-de-software-mobile-pleno-or-flutter?source=indeed,Engenheiro de Dados,Pleno,Engenheiro(a) de Software Mobile - Pleno | Flutter,Conta Azul,"ETL, Github"
https://www.netvagas.com.br/empresa/anuncios/a1035051/bra-analista-bi-senior-remoto-sao-paulo-sp/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,Engenheiro de Dados,Sênior,[bra] analista bi senior - remoto - são paulo/sp,Netvagas,"SAS, Power BI, Linguagem R, Python, SQL, Databricks"
https://www.capgemini.com/jobs/nHAdcJMB_1WPMhEhO_5-/1840952/,Engenheiro de Dados,Sênior,Desenvolvedor/ Desenvolvedora Low Code JR,Capgemini,"ETL, AWS, Oracle"
https://people.talentbrand.com.br/jobs/sinc-recrutamento-e-selecao-assistente-de-processos-1677,Engenheiro de Dados,Não Informado,Assistente de Processos,SINC - Recrutamento e Seleção,Excel
